task,team_a,team_b,score
KIS Textual 11,siret II,vitrivr II,97
KIS Textual 11,siret II,vitrivr III,97
KIS Textual 11,siret II,vitrivr IV,97
KIS Textual 11,siret II,vitrivr V,97
KIS Textual 11,siret II,vitrivr VI,97
KIS Textual 11,siret II,vitrivr VII,97
KIS Textual 11,siret II,vitrivr VIII,97
KIS Textual 11,siret III,siret IV,97
KIS Textual 11,siret III,siret V,97
KIS Textual 11,siret III,siret VI,97
KIS Textual 11,siret III,siret VII,97
KIS Textual 11,siret III,vitrivr I,97
KIS Textual 11,siret III,vitrivr II,97
KIS Textual 11,siret III,vitrivr III,97
KIS Textual 11,siret III,vitrivr IV,97
KIS Textual 11,siret III,vitrivr V,97
KIS Textual 11,siret III,vitrivr VI,97
KIS Textual 11,siret III,vitrivr VII,97
KIS Textual 11,siret III,vitrivr VIII,97
KIS Textual 11,siret IV,siret V,97
KIS Textual 11,siret IV,siret VI,87
KIS Textual 11,siret IV,siret VII,97
KIS Textual 11,siret IV,vitrivr I,97
KIS Textual 11,siret IV,vitrivr II,97
KIS Textual 11,siret IV,vitrivr III,97
KIS Textual 11,siret IV,vitrivr IV,97
KIS Textual 11,siret IV,vitrivr V,97
KIS Textual 11,siret IV,vitrivr VI,97
KIS Textual 11,siret IV,vitrivr VII,97
KIS Textual 11,siret IV,vitrivr VIII,97
KIS Textual 11,siret V,siret VI,87
KIS Textual 11,siret V,siret VII,97
KIS Textual 11,siret V,vitrivr I,97
KIS Textual 11,siret V,vitrivr II,97
KIS Textual 11,siret V,vitrivr III,97
KIS Textual 11,siret V,vitrivr IV,97
KIS Textual 11,siret V,vitrivr V,97
KIS Textual 11,siret V,vitrivr VI,97
KIS Textual 11,siret V,vitrivr VII,97
KIS Textual 11,siret V,vitrivr VIII,97
KIS Textual 11,siret VI,siret VII,97
KIS Textual 11,siret VI,vitrivr I,87
KIS Textual 11,siret VI,vitrivr II,87
KIS Textual 11,siret VI,vitrivr III,87
KIS Textual 11,siret VI,vitrivr IV,87
KIS Textual 11,siret VI,vitrivr V,87
KIS Textual 11,siret VI,vitrivr VI,87
KIS Textual 11,siret VI,vitrivr VII,87
KIS Textual 11,siret VI,vitrivr VIII,87
KIS Textual 11,siret VII,vitrivr I,97
KIS Textual 11,siret VII,vitrivr II,97
KIS Textual 11,siret VII,vitrivr III,97
KIS Textual 11,siret VII,vitrivr IV,97
KIS Textual 11,siret VII,vitrivr V,97
KIS Textual 11,siret VII,vitrivr VI,97
KIS Textual 11,siret VII,vitrivr VII,97
KIS Textual 11,siret VII,vitrivr VIII,97
KIS Textual 11,vitrivr I,vitrivr II,96
KIS Textual 11,vitrivr I,vitrivr III,96
KIS Textual 11,vitrivr I,vitrivr IV,96
KIS Textual 11,vitrivr I,vitrivr V,96
KIS Textual 11,vitrivr I,vitrivr VI,96
KIS Textual 11,vitrivr I,vitrivr VII,96
KIS Textual 11,vitrivr I,vitrivr VIII,96
KIS Textual 11,vitrivr II,vitrivr III,91
KIS Textual 11,vitrivr II,vitrivr IV,91
KIS Textual 11,vitrivr II,vitrivr V,92
KIS Textual 11,vitrivr II,vitrivr VI,91
KIS Textual 11,vitrivr II,vitrivr VII,91
KIS Textual 11,vitrivr II,vitrivr VIII,91
KIS Textual 11,vitrivr III,vitrivr IV,75
KIS Textual 11,vitrivr III,vitrivr V,92
KIS Textual 11,vitrivr III,vitrivr VI,75
KIS Textual 11,vitrivr III,vitrivr VII,75
KIS Textual 11,vitrivr III,vitrivr VIII,85
KIS Textual 11,vitrivr IV,vitrivr V,92
KIS Textual 11,vitrivr IV,vitrivr VI,61
KIS Textual 11,vitrivr IV,vitrivr VII,66
KIS Textual 11,vitrivr IV,vitrivr VIII,85
KIS Textual 11,vitrivr V,vitrivr VI,92
KIS Textual 11,vitrivr V,vitrivr VII,92
KIS Textual 11,vitrivr V,vitrivr VIII,92
KIS Textual 11,vitrivr VI,vitrivr VII,66
KIS Textual 11,vitrivr VI,vitrivr VIII,85
KIS Textual 11,vitrivr VII,vitrivr VIII,85
KIS Visual 12,siret I,siret II,0
KIS Visual 12,siret I,siret III,0
KIS Visual 12,siret I,siret IV,0
KIS Visual 12,siret I,siret V,64
KIS Visual 12,siret I,siret VI,0
KIS Visual 12,siret I,siret VII,0
KIS Visual 12,siret I,vitrivr I,0
KIS Visual 12,siret I,vitrivr II,0
KIS Visual 12,siret I,vitrivr III,0
KIS Visual 12,siret I,vitrivr IV,0
KIS Visual 12,siret I,vitrivr V,53
KIS Visual 12,siret I,vitrivr VI,0
KIS Visual 12,siret I,vitrivr VII,0
KIS Visual 12,siret I,vitrivr VIII,0
KIS Visual 12,siret II,siret III,0
KIS Visual 12,siret II,siret IV,0
KIS Visual 12,siret II,siret V,64
KIS Visual 12,siret II,siret VI,0
KIS Visual 12,siret II,siret VII,0
KIS Visual 12,siret II,vitrivr I,0
KIS Visual 12,siret II,vitrivr II,0
KIS Visual 12,siret II,vitrivr III,0
KIS Visual 12,siret II,vitrivr IV,0
KIS Visual 12,siret II,vitrivr V,53
KIS Visual 12,siret II,vitrivr VI,0
KIS Visual 12,siret II,vitrivr VII,0
KIS Visual 12,siret II,vitrivr VIII,0
KIS Visual 12,siret III,siret IV,0
KIS Visual 12,siret III,siret V,64
KIS Visual 12,siret III,siret VI,0
KIS Visual 12,siret III,siret VII,0
KIS Visual 12,siret III,vitrivr I,0
KIS Visual 12,siret III,vitrivr II,0
KIS Visual 12,siret III,vitrivr III,0
KIS Visual 12,siret III,vitrivr IV,0
KIS Visual 12,siret III,vitrivr V,53
KIS Visual 12,siret III,vitrivr VI,0
KIS Visual 12,siret III,vitrivr VII,0
KIS Visual 12,siret III,vitrivr VIII,0
KIS Visual 12,siret IV,siret V,64
KIS Visual 12,siret IV,siret VI,0
KIS Visual 12,siret IV,siret VII,0
KIS Visual 12,siret IV,vitrivr I,0
KIS Visual 12,siret IV,vitrivr II,0
KIS Visual 12,siret IV,vitrivr III,0
KIS Visual 12,siret IV,vitrivr IV,0
KIS Visual 12,siret IV,vitrivr V,53
KIS Visual 12,siret IV,vitrivr VI,0
KIS Visual 12,siret IV,vitrivr VII,0
KIS Visual 12,siret IV,vitrivr VIII,0
KIS Visual 12,siret V,siret VI,64
KIS Visual 12,siret V,siret VII,64
KIS Visual 12,siret V,vitrivr I,64
KIS Visual 12,siret V,vitrivr II,64
KIS Visual 12,siret V,vitrivr III,64
KIS Visual 12,siret V,vitrivr IV,64
KIS Visual 12,siret V,vitrivr V,54
KIS Visual 12,siret V,vitrivr VI,64
KIS Visual 12,siret V,vitrivr VII,64
KIS Visual 12,siret V,vitrivr VIII,64
KIS Visual 12,siret VI,siret VII,0
KIS Visual 12,siret VI,vitrivr I,0
KIS Visual 12,siret VI,vitrivr II,0
KIS Visual 12,siret VI,vitrivr III,0
KIS Visual 12,siret VI,vitrivr IV,0
KIS Visual 12,siret VI,vitrivr V,53
KIS Visual 12,siret VI,vitrivr VI,0
KIS Visual 12,siret VI,vitrivr VII,0
KIS Visual 12,siret VI,vitrivr VIII,0
KIS Visual 12,siret VII,vitrivr I,0
KIS Visual 12,siret VII,vitrivr II,0
KIS Visual 12,siret VII,vitrivr III,0
KIS Visual 12,siret VII,vitrivr IV,0
KIS Visual 12,siret VII,vitrivr V,53
KIS Visual 12,siret VII,vitrivr VI,0
KIS Visual 12,siret VII,vitrivr VII,0
KIS Visual 12,siret VII,vitrivr VIII,0
KIS Visual 12,vitrivr I,vitrivr II,0
KIS Visual 12,vitrivr I,vitrivr III,0
KIS Visual 12,vitrivr I,vitrivr IV,0
KIS Visual 12,vitrivr I,vitrivr V,53
KIS Visual 12,vitrivr I,vitrivr VI,0
KIS Visual 12,vitrivr I,vitrivr VII,0
KIS Visual 12,vitrivr I,vitrivr VIII,0
KIS Visual 12,vitrivr II,vitrivr III,0
KIS Visual 12,vitrivr II,vitrivr IV,0
KIS Visual 12,vitrivr II,vitrivr V,53
KIS Visual 12,vitrivr II,vitrivr VI,0
KIS Visual 12,vitrivr II,vitrivr VII,0
KIS Visual 12,vitrivr II,vitrivr VIII,0
KIS Visual 12,vitrivr III,vitrivr IV,0
KIS Visual 12,vitrivr III,vitrivr V,53
KIS Visual 12,vitrivr III,vitrivr VI,0
KIS Visual 12,vitrivr III,vitrivr VII,0
KIS Visual 12,vitrivr III,vitrivr VIII,0
KIS Visual 12,vitrivr IV,vitrivr V,53
KIS Visual 12,vitrivr IV,vitrivr VI,0
KIS Visual 12,vitrivr IV,vitrivr VII,0
KIS Visual 12,vitrivr IV,vitrivr VIII,0
KIS Visual 12,vitrivr V,vitrivr VI,53
KIS Visual 12,vitrivr V,vitrivr VII,53
KIS Visual 12,vitrivr V,vitrivr VIII,53
KIS Visual 12,vitrivr VI,vitrivr VII,0
KIS Visual 12,vitrivr VI,vitrivr VIII,0
KIS Visual 12,vitrivr VII,vitrivr VIII,0
KIS Textual 12,siret I,siret II,85
KIS Textual 12,siret I,siret III,15
KIS Textual 12,siret I,siret IV,0
KIS Textual 12,siret I,siret V,0
KIS Textual 12,siret I,siret VI,59
KIS Textual 12,siret I,siret VII,43
KIS Textual 12,siret I,vitrivr I,19
KIS Textual 12,siret I,vitrivr II,36
KIS Textual 12,siret I,vitrivr III,71
KIS Textual 12,siret I,vitrivr IV,59
KIS Textual 12,siret I,vitrivr V,63
KIS Textual 12,siret I,vitrivr VI,61
KIS Textual 12,siret I,vitrivr VII,0
KIS Textual 12,siret I,vitrivr VIII,0
KIS Textual 12,siret II,siret III,85
KIS Textual 12,siret II,siret IV,85
KIS Textual 12,siret II,siret V,85
KIS Textual 12,siret II,siret VI,75
KIS Textual 12,siret II,siret VII,85
KIS Textual 12,siret II,vitrivr I,75
KIS Textual 12,siret II,vitrivr II,85
KIS Textual 12,siret II,vitrivr III,85
KIS Textual 12,siret II,vitrivr IV,85
KIS Textual 12,siret II,vitrivr V,85
KIS Textual 12,siret II,vitrivr VI,75
KIS Textual 12,siret II,vitrivr VII,85
KIS Textual 12,siret II,vitrivr VIII,65
KIS Textual 12,siret III,siret IV,35
KIS Textual 12,siret III,siret V,15
KIS Textual 12,siret III,siret VI,69
KIS Textual 12,siret III,siret VII,43
KIS Textual 12,siret III,vitrivr I,9
KIS Textual 12,siret III,vitrivr II,36
KIS Textual 12,siret III,vitrivr III,81
KIS Textual 12,siret III,vitrivr IV,69
KIS Textual 12,siret III,vitrivr V,73
KIS Textual 12,siret III,vitrivr VI,71
KIS Textual 12,siret III,vitrivr VII,35
KIS Textual 12,siret III,vitrivr VIII,15
KIS Textual 12,siret IV,siret V,0
KIS Textual 12,siret IV,siret VI,69
KIS Textual 12,siret IV,siret VII,53
KIS Textual 12,siret IV,vitrivr I,29
KIS Textual 12,siret IV,vitrivr II,46
KIS Textual 12,siret IV,vitrivr III,81
KIS Textual 12,siret IV,vitrivr IV,69
KIS Textual 12,siret IV,vitrivr V,73
KIS Textual 12,siret IV,vitrivr VI,71
KIS Textual 12,siret IV,vitrivr VII,0
KIS Textual 12,siret IV,vitrivr VIII,29
KIS Textual 12,siret V,siret VI,59
KIS Textual 12,siret V,siret VII,43
KIS Textual 12,siret V,vitrivr I,19
KIS Textual 12,siret V,vitrivr II,36
KIS Textual 12,siret V,vitrivr III,71
KIS Textual 12,siret V,vitrivr IV,59
KIS Textual 12,siret V,vitrivr V,63
KIS Textual 12,siret V,vitrivr VI,61
KIS Textual 12,siret V,vitrivr VII,0
KIS Textual 12,siret V,vitrivr VIII,9
KIS Textual 12,siret VI,siret VII,69
KIS Textual 12,siret VI,vitrivr I,59
KIS Textual 12,siret VI,vitrivr II,69
KIS Textual 12,siret VI,vitrivr III,71
KIS Textual 12,siret VI,vitrivr IV,59
KIS Textual 12,siret VI,vitrivr V,69
KIS Textual 12,siret VI,vitrivr VI,61
KIS Textual 12,siret VI,vitrivr VII,69
KIS Textual 12,siret VI,vitrivr VIII,49
KIS Textual 12,siret VII,vitrivr I,43
KIS Textual 12,siret VII,vitrivr II,36
KIS Textual 12,siret VII,vitrivr III,81
KIS Textual 12,siret VII,vitrivr IV,69
KIS Textual 12,siret VII,vitrivr V,73
KIS Textual 12,siret VII,vitrivr VI,71
KIS Textual 12,siret VII,vitrivr VII,53
KIS Textual 12,siret VII,vitrivr VIII,33
KIS Textual 12,vitrivr I,vitrivr II,36
KIS Textual 12,vitrivr I,vitrivr III,71
KIS Textual 12,vitrivr I,vitrivr IV,59
KIS Textual 12,vitrivr I,vitrivr V,63
KIS Textual 12,vitrivr I,vitrivr VI,61
KIS Textual 12,vitrivr I,vitrivr VII,29
KIS Textual 12,vitrivr I,vitrivr VIII,9
KIS Textual 12,vitrivr II,vitrivr III,81
KIS Textual 12,vitrivr II,vitrivr IV,69
KIS Textual 12,vitrivr II,vitrivr V,63
KIS Textual 12,vitrivr II,vitrivr VI,71
KIS Textual 12,vitrivr II,vitrivr VII,46
KIS Textual 12,vitrivr II,vitrivr VIII,26
KIS Textual 12,vitrivr III,vitrivr IV,71
KIS Textual 12,vitrivr III,vitrivr V,81
KIS Textual 12,vitrivr III,vitrivr VI,71
KIS Textual 12,vitrivr III,vitrivr VII,81
KIS Textual 12,vitrivr III,vitrivr VIII,61
KIS Textual 12,vitrivr IV,vitrivr V,69
KIS Textual 12,vitrivr IV,vitrivr VI,71
KIS Textual 12,vitrivr IV,vitrivr VII,69
KIS Textual 12,vitrivr IV,vitrivr VIII,49
KIS Textual 12,vitrivr V,vitrivr VI,71
KIS Textual 12,vitrivr V,vitrivr VII,73
KIS Textual 12,vitrivr V,vitrivr VIII,53
KIS Textual 12,vitrivr VI,vitrivr VII,71
KIS Textual 12,vitrivr VI,vitrivr VIII,51
KIS Textual 12,vitrivr VII,vitrivr VIII,29
KIS Visual 13,siret I,siret II,97
KIS Visual 13,siret I,siret III,92
KIS Visual 13,siret I,siret IV,93
KIS Visual 13,siret I,siret V,96
KIS Visual 13,siret I,siret VI,90
KIS Visual 13,siret I,siret VII,90
KIS Visual 13,siret I,vitrivr I,81
KIS Visual 13,siret I,vitrivr II,90
KIS Visual 13,siret I,vitrivr III,90
KIS Visual 13,siret I,vitrivr IV,90
KIS Visual 13,siret I,vitrivr V,90
KIS Visual 13,siret I,vitrivr VI,90
KIS Visual 13,siret I,vitrivr VII,80
KIS Visual 13,siret I,vitrivr VIII,90
KIS Visual 13,siret II,siret III,97
KIS Visual 13,siret II,siret IV,97
KIS Visual 13,siret II,siret V,97
KIS Visual 13,siret II,siret VI,97
KIS Visual 13,siret II,siret VII,97
KIS Visual 13,siret II,vitrivr I,97
KIS Visual 13,siret II,vitrivr II,97
KIS Visual 13,siret II,vitrivr III,97
KIS Visual 13,siret II,vitrivr IV,97
KIS Visual 13,siret II,vitrivr V,97
KIS Visual 13,siret II,vitrivr VI,97
KIS Visual 13,siret II,vitrivr VII,97
KIS Visual 13,siret II,vitrivr VIII,97
KIS Visual 13,siret III,siret IV,93
KIS Visual 13,siret III,siret V,96
KIS Visual 13,siret III,siret VI,92
KIS Visual 13,siret III,siret VII,92
KIS Visual 13,siret III,vitrivr I,82
KIS Visual 13,siret III,vitrivr II,92
KIS Visual 13,siret III,vitrivr III,92
KIS Visual 13,siret III,vitrivr IV,92
KIS Visual 13,siret III,vitrivr V,92
KIS Visual 13,siret III,vitrivr VI,92
KIS Visual 13,siret III,vitrivr VII,92
KIS Visual 13,siret III,vitrivr VIII,92
KIS Visual 13,siret IV,siret V,96
KIS Visual 13,siret IV,siret VI,93
KIS Visual 13,siret IV,siret VII,93
KIS Visual 13,siret IV,vitrivr I,83
KIS Visual 13,siret IV,vitrivr II,93
KIS Visual 13,siret IV,vitrivr III,93
KIS Visual 13,siret IV,vitrivr IV,93
KIS Visual 13,siret IV,vitrivr V,93
KIS Visual 13,siret IV,vitrivr VI,93
KIS Visual 13,siret IV,vitrivr VII,93
KIS Visual 13,siret IV,vitrivr VIII,93
KIS Visual 13,siret V,siret VI,96
KIS Visual 13,siret V,siret VII,96
KIS Visual 13,siret V,vitrivr I,96
KIS Visual 13,siret V,vitrivr II,96
KIS Visual 13,siret V,vitrivr III,96
KIS Visual 13,siret V,vitrivr IV,96
KIS Visual 13,siret V,vitrivr V,96
KIS Visual 13,siret V,vitrivr VI,96
KIS Visual 13,siret V,vitrivr VII,96
KIS Visual 13,siret V,vitrivr VIII,96
KIS Visual 13,siret VI,siret VII,61
KIS Visual 13,siret VI,vitrivr I,81
KIS Visual 13,siret VI,vitrivr II,70
KIS Visual 13,siret VI,vitrivr III,70
KIS Visual 13,siret VI,vitrivr IV,83
KIS Visual 13,siret VI,vitrivr V,87
KIS Visual 13,siret VI,vitrivr VI,50
KIS Visual 13,siret VI,vitrivr VII,80
KIS Visual 13,siret VI,vitrivr VIII,88
KIS Visual 13,siret VII,vitrivr I,81
KIS Visual 13,siret VII,vitrivr II,71
KIS Visual 13,siret VII,vitrivr III,71
KIS Visual 13,siret VII,vitrivr IV,73
KIS Visual 13,siret VII,vitrivr V,77
KIS Visual 13,siret VII,vitrivr VI,51
KIS Visual 13,siret VII,vitrivr VII,80
KIS Visual 13,siret VII,vitrivr VIII,88
KIS Visual 13,vitrivr I,vitrivr II,81
KIS Visual 13,vitrivr I,vitrivr III,81
KIS Visual 13,vitrivr I,vitrivr IV,81
KIS Visual 13,vitrivr I,vitrivr V,81
KIS Visual 13,vitrivr I,vitrivr VI,81
KIS Visual 13,vitrivr I,vitrivr VII,81
KIS Visual 13,vitrivr I,vitrivr VIII,81
KIS Visual 13,vitrivr II,vitrivr III,74
KIS Visual 13,vitrivr II,vitrivr IV,83
KIS Visual 13,vitrivr II,vitrivr V,87
KIS Visual 13,vitrivr II,vitrivr VI,56
KIS Visual 13,vitrivr II,vitrivr VII,80
KIS Visual 13,vitrivr II,vitrivr VIII,88
KIS Visual 13,vitrivr III,vitrivr IV,83
KIS Visual 13,vitrivr III,vitrivr V,87
KIS Visual 13,vitrivr III,vitrivr VI,56
KIS Visual 13,vitrivr III,vitrivr VII,80
KIS Visual 13,vitrivr III,vitrivr VIII,88
KIS Visual 13,vitrivr IV,vitrivr V,87
KIS Visual 13,vitrivr IV,vitrivr VI,63
KIS Visual 13,vitrivr IV,vitrivr VII,80
KIS Visual 13,vitrivr IV,vitrivr VIII,88
KIS Visual 13,vitrivr V,vitrivr VI,87
KIS Visual 13,vitrivr V,vitrivr VII,80
KIS Visual 13,vitrivr V,vitrivr VIII,88
KIS Visual 13,vitrivr VI,vitrivr VII,80
KIS Visual 13,vitrivr VI,vitrivr VIII,88
KIS Visual 13,vitrivr VII,vitrivr VIII,80
KIS Textual 13,siret I,siret II,67
KIS Textual 13,siret I,siret III,67
KIS Textual 13,siret I,siret IV,67
KIS Textual 13,siret I,siret V,67
KIS Textual 13,siret I,siret VI,67
KIS Textual 13,siret I,siret VII,67
KIS Textual 13,siret I,vitrivr I,67
KIS Textual 13,siret I,vitrivr II,67
KIS Textual 13,siret I,vitrivr III,67
KIS Textual 13,siret I,vitrivr IV,67
KIS Textual 13,siret I,vitrivr V,67
KIS Textual 13,siret I,vitrivr VI,65
KIS Textual 13,siret I,vitrivr VII,67
KIS Textual 13,siret I,vitrivr VIII,67
KIS Textual 13,siret II,siret III,60
KIS Textual 13,siret II,siret IV,50
KIS Textual 13,siret II,siret V,60
KIS Textual 13,siret II,siret VI,60
KIS Textual 13,siret II,siret VII,60
KIS Textual 13,siret II,vitrivr I,60
KIS Textual 13,siret II,vitrivr II,60
KIS Textual 13,siret II,vitrivr III,60
KIS Textual 13,siret II,vitrivr IV,60
KIS Textual 13,siret II,vitrivr V,60
KIS Textual 13,siret II,vitrivr VI,65
KIS Textual 13,siret II,vitrivr VII,60
KIS Textual 13,siret II,vitrivr VIII,60
KIS Textual 13,siret III,siret IV,45
KIS Textual 13,siret III,siret V,0
KIS Textual 13,siret III,siret VI,0
KIS Textual 13,siret III,siret VII,56
KIS Textual 13,siret III,vitrivr I,0
KIS Textual 13,siret III,vitrivr II,0
KIS Textual 13,siret III,vitrivr III,0
KIS Textual 13,siret III,vitrivr IV,0
KIS Textual 13,siret III,vitrivr V,0
KIS Textual 13,siret III,vitrivr VI,65
KIS Textual 13,siret III,vitrivr VII,0
KIS Textual 13,siret III,vitrivr VIII,0
KIS Textual 13,siret IV,siret V,45
KIS Textual 13,siret IV,siret VI,45
KIS Textual 13,siret IV,siret VII,45
KIS Textual 13,siret IV,vitrivr I,45
KIS Textual 13,siret IV,vitrivr II,45
KIS Textual 13,siret IV,vitrivr III,45
KIS Textual 13,siret IV,vitrivr IV,45
KIS Textual 13,siret IV,vitrivr V,45
KIS Textual 13,siret IV,vitrivr VI,65
KIS Textual 13,siret IV,vitrivr VII,45
KIS Textual 13,siret IV,vitrivr VIII,45
KIS Textual 13,siret V,siret VI,0
KIS Textual 13,siret V,siret VII,56
KIS Textual 13,siret V,vitrivr I,0
KIS Textual 13,siret V,vitrivr II,0
KIS Textual 13,siret V,vitrivr III,0
KIS Textual 13,siret V,vitrivr IV,0
KIS Textual 13,siret V,vitrivr V,0
KIS Textual 13,siret V,vitrivr VI,65
KIS Textual 13,siret V,vitrivr VII,0
KIS Textual 13,siret V,vitrivr VIII,0
KIS Textual 13,siret VI,siret VII,46
KIS Textual 13,siret VI,vitrivr I,0
KIS Textual 13,siret VI,vitrivr II,0
KIS Textual 13,siret VI,vitrivr III,0
KIS Textual 13,siret VI,vitrivr IV,0
KIS Textual 13,siret VI,vitrivr V,0
KIS Textual 13,siret VI,vitrivr VI,65
KIS Textual 13,siret VI,vitrivr VII,0
KIS Textual 13,siret VI,vitrivr VIII,0
KIS Textual 13,siret VII,vitrivr I,56
KIS Textual 13,siret VII,vitrivr II,56
KIS Textual 13,siret VII,vitrivr III,56
KIS Textual 13,siret VII,vitrivr IV,56
KIS Textual 13,siret VII,vitrivr V,46
KIS Textual 13,siret VII,vitrivr VI,65
KIS Textual 13,siret VII,vitrivr VII,56
KIS Textual 13,siret VII,vitrivr VIII,56
KIS Textual 13,vitrivr I,vitrivr II,0
KIS Textual 13,vitrivr I,vitrivr III,0
KIS Textual 13,vitrivr I,vitrivr IV,0
KIS Textual 13,vitrivr I,vitrivr V,0
KIS Textual 13,vitrivr I,vitrivr VI,65
KIS Textual 13,vitrivr I,vitrivr VII,0
KIS Textual 13,vitrivr I,vitrivr VIII,0
KIS Textual 13,vitrivr II,vitrivr III,0
KIS Textual 13,vitrivr II,vitrivr IV,0
KIS Textual 13,vitrivr II,vitrivr V,0
KIS Textual 13,vitrivr II,vitrivr VI,65
KIS Textual 13,vitrivr II,vitrivr VII,0
KIS Textual 13,vitrivr II,vitrivr VIII,0
KIS Textual 13,vitrivr III,vitrivr IV,0
KIS Textual 13,vitrivr III,vitrivr V,0
KIS Textual 13,vitrivr III,vitrivr VI,65
KIS Textual 13,vitrivr III,vitrivr VII,0
KIS Textual 13,vitrivr III,vitrivr VIII,0
KIS Textual 13,vitrivr IV,vitrivr V,0
KIS Textual 13,vitrivr IV,vitrivr VI,65
KIS Textual 13,vitrivr IV,vitrivr VII,0
KIS Textual 13,vitrivr IV,vitrivr VIII,0
KIS Textual 13,vitrivr V,vitrivr VI,65
KIS Textual 13,vitrivr V,vitrivr VII,0
KIS Textual 13,vitrivr V,vitrivr VIII,0
KIS Textual 13,vitrivr VI,vitrivr VII,65
KIS Textual 13,vitrivr VI,vitrivr VIII,65
KIS Textual 13,vitrivr VII,vitrivr VIII,0
KIS Visual 15,siret I,siret II,79
KIS Visual 15,siret I,siret III,91
KIS Visual 15,siret I,siret IV,93
KIS Visual 15,siret I,siret V,85
KIS Visual 15,siret I,siret VI,94
KIS Visual 15,siret I,siret VII,79
KIS Visual 15,siret I,vitrivr I,79
KIS Visual 15,siret I,vitrivr II,79
KIS Visual 15,siret I,vitrivr III,79
KIS Visual 15,siret I,vitrivr IV,79
KIS Visual 15,siret I,vitrivr V,79
KIS Visual 15,siret I,vitrivr VI,79
KIS Visual 15,siret I,vitrivr VII,79
KIS Visual 15,siret I,vitrivr VIII,79
KIS Visual 15,siret II,siret III,91
KIS Visual 15,siret II,siret IV,93
KIS Visual 15,siret II,siret V,85
KIS Visual 15,siret II,siret VI,94
KIS Visual 15,siret II,siret VII,65
KIS Visual 15,siret II,vitrivr I,65
KIS Visual 15,siret II,vitrivr II,66
KIS Visual 15,siret II,vitrivr III,71
KIS Visual 15,siret II,vitrivr IV,65
KIS Visual 15,siret II,vitrivr V,65
KIS Visual 15,siret II,vitrivr VI,65
KIS Visual 15,siret II,vitrivr VII,65
KIS Visual 15,siret II,vitrivr VIII,65
KIS Visual 15,siret III,siret IV,93
KIS Visual 15,siret III,siret V,91
KIS Visual 15,siret III,siret VI,94
KIS Visual 15,siret III,siret VII,91
KIS Visual 15,siret III,vitrivr I,91
KIS Visual 15,siret III,vitrivr II,91
KIS Visual 15,siret III,vitrivr III,91
KIS Visual 15,siret III,vitrivr IV,91
KIS Visual 15,siret III,vitrivr V,91
KIS Visual 15,siret III,vitrivr VI,91
KIS Visual 15,siret III,vitrivr VII,91
KIS Visual 15,siret III,vitrivr VIII,91
KIS Visual 15,siret IV,siret V,93
KIS Visual 15,siret IV,siret VI,94
KIS Visual 15,siret IV,siret VII,93
KIS Visual 15,siret IV,vitrivr I,93
KIS Visual 15,siret IV,vitrivr II,93
KIS Visual 15,siret IV,vitrivr III,93
KIS Visual 15,siret IV,vitrivr IV,93
KIS Visual 15,siret IV,vitrivr V,93
KIS Visual 15,siret IV,vitrivr VI,93
KIS Visual 15,siret IV,vitrivr VII,93
KIS Visual 15,siret IV,vitrivr VIII,93
KIS Visual 15,siret V,siret VI,94
KIS Visual 15,siret V,siret VII,85
KIS Visual 15,siret V,vitrivr I,85
KIS Visual 15,siret V,vitrivr II,85
KIS Visual 15,siret V,vitrivr III,85
KIS Visual 15,siret V,vitrivr IV,85
KIS Visual 15,siret V,vitrivr V,85
KIS Visual 15,siret V,vitrivr VI,85
KIS Visual 15,siret V,vitrivr VII,85
KIS Visual 15,siret V,vitrivr VIII,85
KIS Visual 15,siret VI,siret VII,94
KIS Visual 15,siret VI,vitrivr I,94
KIS Visual 15,siret VI,vitrivr II,94
KIS Visual 15,siret VI,vitrivr III,94
KIS Visual 15,siret VI,vitrivr IV,94
KIS Visual 15,siret VI,vitrivr V,94
KIS Visual 15,siret VI,vitrivr VI,94
KIS Visual 15,siret VI,vitrivr VII,94
KIS Visual 15,siret VI,vitrivr VIII,94
KIS Visual 15,siret VII,vitrivr I,0
KIS Visual 15,siret VII,vitrivr II,66
KIS Visual 15,siret VII,vitrivr III,71
KIS Visual 15,siret VII,vitrivr IV,0
KIS Visual 15,siret VII,vitrivr V,0
KIS Visual 15,siret VII,vitrivr VI,0
KIS Visual 15,siret VII,vitrivr VII,0
KIS Visual 15,siret VII,vitrivr VIII,0
KIS Visual 15,vitrivr I,vitrivr II,66
KIS Visual 15,vitrivr I,vitrivr III,71
KIS Visual 15,vitrivr I,vitrivr IV,0
KIS Visual 15,vitrivr I,vitrivr V,0
KIS Visual 15,vitrivr I,vitrivr VI,0
KIS Visual 15,vitrivr I,vitrivr VII,0
KIS Visual 15,vitrivr I,vitrivr VIII,0
KIS Visual 15,vitrivr II,vitrivr III,71
KIS Visual 15,vitrivr II,vitrivr IV,66
KIS Visual 15,vitrivr II,vitrivr V,66
KIS Visual 15,vitrivr II,vitrivr VI,66
KIS Visual 15,vitrivr II,vitrivr VII,66
KIS Visual 15,vitrivr II,vitrivr VIII,66
KIS Visual 15,vitrivr III,vitrivr IV,71
KIS Visual 15,vitrivr III,vitrivr V,71
KIS Visual 15,vitrivr III,vitrivr VI,71
KIS Visual 15,vitrivr III,vitrivr VII,71
KIS Visual 15,vitrivr III,vitrivr VIII,71
